2451868.52578 10.130
2451869.54858  9.769
2451871.60353  9.894
2451873.57613  9.908
2451875.57057  9.953
2451877.58089  9.936
2451879.55907  9.957
2451881.54612  9.896
2451885.53870  9.951
2451887.56380 10.038
2451889.58266 10.107
2451900.59714  9.962
2451900.59951  9.992
2451906.54666  9.957
2451914.58590  9.951
2451920.53898 10.009
2451923.55159  9.974
2451927.54735  9.937
2451931.53553  9.923
2451949.51589  9.781
2452033.89015  9.938
2452039.91969 10.095
2452040.92675  9.749
2452052.90142  9.755
2452054.85790  9.821
2452056.84490  9.952
2452057.92198  9.926
2452064.91785 10.001
2452067.81875  9.960
2452068.81539 10.011
2452069.81088 10.056
2452080.80883 10.142
2452082.87625 10.127
2452085.87054  9.898
2452087.78551  9.960
2452088.83297  9.981
2452093.77810  9.874
2452094.78134  9.795
2452095.76623  9.957
2452096.76042  9.967
2452103.89063 10.021
2452104.82889 10.016
2452105.79943  9.935
2452106.80196 10.055
2452114.82891  9.911
2452115.90455  9.739
2452116.77844  9.978
2452117.76363  9.995
2452124.68527  9.932
2452128.69725  9.657
2452129.72110  9.998
2452130.73848 10.001
2452131.73318  9.961
2452132.73795  9.931
2452133.73774  9.837
2452134.73104  9.939
2452135.72730 10.101
2452136.72760  9.998
2452141.72632 10.116
2452143.70938  9.756
2452144.71099  9.955
2452145.70215  9.904
2452164.67608 10.041
2452167.65328  9.761
2452168.67414 10.026
2452169.67212 10.164
2452171.64969  9.992
2452172.66271 10.032
2452173.64648  9.898
2452174.64710  9.982
2452175.64302 10.106
2452177.61461 10.064
2452178.62614  9.954
2452180.63044  9.980
2452183.61525  9.947
2452184.61924  9.949
2452185.63003 10.049
2452186.66501 10.021
2452188.64980  9.768
2452190.58017  9.844
2452191.62072 10.107
2452192.61317 10.077
2452193.61877 10.098
2452194.61656  9.989
2452195.60514  9.724
2452196.61093 10.002
2452198.61179 10.038
2452199.60111 10.048
2452201.59435  9.818
2452202.59504  9.984
2452203.58472 10.098
2452204.58264 10.155
2452206.57677 10.023
2452207.57780  9.890
2452211.55798  9.968
2452213.55290  9.979
2452214.57929 10.051
2452215.58363 10.167
2452216.58166  9.865
2452217.58133  9.868
2452221.54154 10.092
2452222.57809  9.779
2452224.56636 10.040
2452226.54869 10.067
2452228.54101 10.058
2452230.53947  9.998
2452233.53688 10.040
2452235.52837  9.806
2452237.53151 10.176
